ID,Lemme,Vrsta,POS,NEG
ENG30-13055009-n,"Boletus,rod Boletus",n,0.0,0.0
ENG30-13054560-n,"vrganj,varganj",n,0.0,0.0
ENG30-12233410-n,"Calluna,rod Calluna",n,0.0,0.0
ENG30-12857024-n,"Micromeria,rod Micromeria",n,0.0,0.0
ENG30-12857456-n,"vrisić,bresina,Micromeria juliana",n,0.0,0.0
ENG30-12346179-n,"Thymelaeaceae,porodica Thymelaeaceae,porodica maslinica",n,0.0,0.0
ENG30-12346448-n,rod Daphne,n,0.0,0.0
ENG30-01693334-n,"zelembać,Lacerta viridis",n,0.0,0.0
ENG30-02410313-n,rod Bison,n,0.0,0.0
ENG30-02410509-n,"bizon,zubar",n,0.0,0.0
ENG30-12458224-n,rod Hyacinthus,n,0.0,0.125
ENG30-11931756-n,rod Aster,n,0.0,0.0
ENG30-11931918-n,zvezdan,n,0.0,0.0
ENG30-11911274-n,"Campanulales,red Campanulales",n,0.0,0.0
ENG30-12036533-n,"Campanulaceae,familija Campanulaceae,familija zvončića",n,0.0,0.0
ENG30-12036781-n,rod Campanula,n,0.0,0.0
ENG30-12036939-n,zvončić,n,0.0,0.0
ENG30-12610933-n,"Naiadales,red Naiadales,Alismales,red Alismales",n,0.0,0.0
ENG30-12611815-n,"Alismataceae,familija Alismataceae,familija žabočuna",n,0.0,0.0
ENG30-12612020-n,"Alisma,rod Alisma",n,0.0,0.0
ENG30-12612170-n,"žabočun,Alisma plantago-aquatica",n,0.0,0.0
ENG30-12613285-n,"Hydrocharis,rod Hydrocharis",n,0.0,0.0
ENG30-13815342-n,"mera,opseg",n,0.0,0.25
ENG30-13030104-n,materijal,n,0.0,0.0
ENG30-13794417-n,relevantnost,n,0.0,0.0
ENG30-13783816-n,"funkcija,matematička funkcija",n,0.0,0.0
ENG30-13780180-n,grad,n,0.0,0.0
ENG30-13758556-n,"granična tačka,limes",n,0.0,0.0
ENG30-00033615-n,"veličina,mera",n,0.0,0.375
ENG30-13795834-n,nerelevantnost,n,0.0,0.0
ENG30-13650045-n,"stopa,ft",n,0.0,0.0
ENG30-13650447-n,jard,n,0.0,0.0
ENG30-13498828-n,inflacija,n,0.0,0.0
ENG30-13459821-n,deflacija,n,0.0,0.0
ENG30-13929037-n,račun,n,0.0,0.0
ENG30-13359690-n,"bankovni račun,račun u banci",n,0.0,0.0
ENG30-11530512-n,žetva,n,0.0,0.0
ENG30-11501381-n,kiša,n,0.0,0.0
ENG30-11485367-n,"sunčeva svetlost,sunce",n,0.0,0.0
ENG30-10757918-n,životni princip,n,0.0,0.0
ENG30-11468763-n,inercija,n,0.0,0.0
ENG30-11503644-n,otpor,n,0.0,0.0
ENG30-10636598-n,duh,n,0.0,0.0
ENG30-10624074-n,sin,n,0.0,0.0
ENG30-09545324-n,duh,n,0.0,0.0
ENG30-10448983-n,policajac,n,0.0,0.0
ENG30-10388924-n,vlasnik,n,0.0,0.0
ENG30-10376523-n,"starija osoba,stariji građanin",n,0.125,0.0
ENG30-09877124-n,drug,n,0.0,0.0
ENG30-09504915-n,sudbina,n,0.0,0.0
ENG30-00007347-n,"agens,pokretač",n,0.0,0.0
ENG30-09448945-n,deonica,n,0.0,0.0
ENG30-09437887-n,jelenji trag,n,0.0,0.0
ENG30-09437454-n,"strmina,kosina",n,0.0,0.0
ENG30-15199592-n,državni praznik,n,0.0,0.0
ENG30-09417365-n,?row,n,0.0,0.0
ENG30-09411430-n,reka,n,0.0,0.0
ENG30-09393605-n,"nizija,ravnica",n,0.0,0.0
ENG30-09281411-n,poljana,n,0.0,0.0
ENG30-09260218-n,kora,n,0.0,0.0
ENG30-09258715-n,"pukotina,napuklina,ruptura",n,0.125,0.0
ENG30-09227839-n,gromada,n,0.0,0.0
ENG30-07443010-n,"popadale mašne,popadale očice",n,0.0,0.0
ENG30-08678615-n,banja,n,0.5,0.0
ENG30-08659993-n,teme,n,0.0,0.0
ENG30-08615149-n,park,n,0.0,0.0
ENG30-08615374-n,"zelenilo,opštinska utrina",n,0.0,0.0
ENG30-08600992-n,nacionalni park,n,0.0,0.0
ENG30-08588294-n,"unutrašnjost,enterijer",n,0.0,0.0
ENG30-08613593-n,"spoljašnjost,eksterijer",n,0.0,0.0
ENG30-15221596-n,svetac,n,0.0,0.0
ENG30-08584218-n,jazbina,n,0.0,0.0
ENG30-08583793-n,?drop,n,0.0,0.0
ENG30-08581503-n,stecište,n,0.0,0.0
ENG30-08574216-n,"sastajalište,zborište",n,0.0,0.0
ENG30-08550966-n,"dijeceza,biskupija",n,0.0,0.0
ENG30-08478018-n,kamp,n,0.0,0.0
ENG30-08541609-n,"komuna,teritorijalna jedinica uprave",n,0.0,0.0
ENG30-01010458-n,nizanje,n,0.0,0.0
ENG30-08430203-n,red,n,0.0,0.0
ENG30-08403631-n,strukovna zajednica,n,0.0,0.0
ENG30-08112096-n,profesionalna zajednica,n,0.0,0.0
ENG30-08312359-n,"samit,sastanak na vrhu",n,0.0,0.0
ENG30-08272961-n,savez,n,0.0,0.0
ENG30-08249960-n,plesni orkestar,n,0.0,0.0
ENG30-08307589-n,sastanak,n,0.0,0.0
ENG30-01230965-n,sastanak,n,0.0,0.0
ENG30-08222293-n,publika,n,0.0,0.0
ENG30-08221897-n,publika,n,0.0,0.0
ENG30-15183802-n,verski praznik,n,0.0,0.0
ENG30-07990956-n,jato,n,0.0,0.0
ENG30-08220620-n,jato ptica,n,0.0,0.0
ENG30-08220534-n,eskadrila,n,0.0,0.0
ENG30-08184600-n,rulja,n,0.0,0.0
ENG30-08182379-n,"gomila,svetina",n,0.0,0.0
ENG30-08184217-n,čopor,n,0.0,0.0
ENG30-08183290-n,armija,n,0.0,0.0
ENG30-07985384-n,"zaprega,jaram",n,0.0,0.0
ENG30-07976936-n,par,n,0.0,0.0
ENG30-07968354-n,"obojeni,obojeni ljudi",n,0.0,0.0
ENG30-07571324-n,kulinarstvo,n,0.0,0.0
ENG30-07554856-n,empatija,n,0.125,0.25
ENG30-07474006-n,američka nezavisnost,n,0.0,0.0
ENG30-07417851-n,značajan događaj,n,0.0,0.0
ENG30-07391863-n,"zvonjava,zvonjenje",n,0.0,0.0
ENG30-07388816-n,"bubnjava,bubnjanje",n,0.0,0.0
ENG30-07386920-n,"mumljanje,mumlanje,mrmljanje",n,0.0,0.625
ENG30-01044533-v,"mrmljati,mumlati,gunđati",v,0.0,0.25
ENG30-07377473-n,"treštanje,kakofonija",n,0.0,0.25
ENG30-07377244-n,zvono,n,0.0,0.0
ENG30-00051192-n,povratak,n,0.0,0.0
ENG30-08294696-n,"svetska organizacija,međunarodna organizacija",n,0.0,0.0
ENG30-07628870-n,kolač,n,0.0,0.125
ENG30-07633511-n,torta,n,0.0,0.0
ENG30-03511426-n,"peta,štikla",n,0.0,0.0
ENG30-04258982-n,đon,n,0.0,0.0
ENG30-01029406-n,verski obred,n,0.0,0.0
ENG30-07334490-n,destrukcija,n,0.0,0.0
ENG30-07335243-n,uništenje,n,0.0,0.375
ENG30-00217014-n,"uništavanje,pustošenje,opustošenje",n,0.0,0.0
ENG30-07302542-n,kolizija,n,0.0,0.0
ENG30-07301336-n,nesreća,n,0.0,0.75
ENG30-13985818-n,emotivno stanje,n,0.0,0.0
ENG30-07246932-n,oružje,n,0.0,0.0
ENG30-07201804-n,"slika,karakterizacija",n,0.0,0.0
ENG30-14513489-n,slika,n,0.0,0.0
ENG30-06709533-n,pokuda,n,0.0,0.375
ENG30-06535222-n,zakonodavstvo,n,0.0,0.0
ENG30-01125693-n,legislativa,n,0.0,0.0
ENG30-06502378-n,pisani zapis,n,0.0,0.0
ENG30-06536227-n,"zakonik,zbirka zakona",n,0.0,0.0
ENG30-06343971-n,naslov,n,0.0,0.0
ENG30-05872982-n,prirodni zakon,n,0.125,0.0
ENG30-05865998-n,tačka,n,0.0,0.0
ENG30-13911872-n,"tačka,tačkica",n,0.125,0.0
ENG30-06482401-n,"stavka,tačka",n,0.0,0.0
ENG30-05633385-n,"zamisao,predodžba",n,0.375,0.0
ENG30-05601758-n,crta lica,n,0.0,0.0
ENG30-05599617-n,brada,n,0.0,0.0
ENG30-05585383-n,"skelet,kostur",n,0.0,0.0
ENG30-05585665-n,skeletna struktura,n,0.0,0.0
ENG30-05513302-n,reproduktivni organ,n,0.0,0.0
ENG30-05578442-n,"gležanj,članak",n,0.0,0.0
ENG30-05462315-n,nervni sistem,n,0.0,0.0
ENG30-05389762-n,zalistak,n,0.0,0.0
ENG30-05301072-n,jezik,n,0.0,0.0
ENG30-05298729-n,unutrašnji organ,n,0.0,0.0
ENG30-00962722-n,revolucija,n,0.0,0.0
ENG30-08151229-n,kult,n,0.0,0.0
ENG30-07456638-n,sportsko takmičenje,n,0.0,0.0
ENG30-15184170-n,hrišćanski praznik,n,0.0,0.0
ENG30-05204982-n,bespomoćnost,n,0.125,0.625
ENG30-05029706-n,snaga,n,0.375,0.0
ENG30-05034225-n,"snaga,delotvornost",n,0.25,0.0
ENG30-05191695-n,moć,n,0.125,0.0
ENG30-05168261-n,važnost,n,0.75,0.125
ENG30-01275562-a,važan,a,0.875,0.0
ENG30-01279978-a,nevažan,a,0.375,0.25
ENG30-05169813-n,značaj,n,0.5,0.25
ENG30-07294019-n,značaj,n,0.0,0.0
ENG30-05173579-n,beznačajnost,n,0.375,0.25
ENG30-02164402-a,beznačajan,a,0.375,0.5
ENG30-02161982-a,vrlo značajan,a,0.25,0.0
ENG30-02161432-a,značajan,a,0.375,0.0
ENG30-05141683-n,cena,n,0.625,0.0
ENG30-05139094-n,"mana,nedostatak",n,0.0,0.875
ENG30-05161614-n,"nedostatak,nepovoljan položaj",n,0.0,0.75
ENG30-04950126-n,vidljivost,n,0.0,0.0
ENG30-05076237-n,vidljivost,n,0.0,0.0
ENG30-05065717-n,asimetričnost,n,0.0,0.375
ENG30-05062993-n,dimenzionalnost,n,0.0,0.0
ENG30-05058580-n,tempo,n,0.0,0.0
ENG30-05058140-n,"brzina,hitrost",n,0.0,0.0
ENG30-00323873-a,brz,a,0.25,0.0
ENG30-00980527-a,spor,a,0.0,0.0
ENG30-05005250-n,fiziološka osobina,n,0.0,0.0
ENG30-05006898-n,"seksualnost,pol",n,0.0,0.0
ENG30-01477806-a,ženski,a,0.0,0.0
ENG30-01476685-a,muški,a,0.0,0.0
ENG30-02135389-a,polni,a,0.125,0.0
ENG30-02135913-a,bespolni,a,0.0,0.625
ENG30-01478626-a,"hermafroditski,androgeni",a,0.0,0.0
ENG30-04891010-n,"oštroumnost,promišljenost",n,0.0,0.25
ENG30-04881623-n,"disciplina,disciplinovanost",n,0.0,0.25
ENG30-04884450-n,"nedisciplina,nedisciplinovanost",n,0.0,0.375
ENG30-04827652-n,nepoštenost,n,0.625,0.0
ENG30-04854389-n,nepravednost,n,0.125,0.0
ENG30-04849241-n,dobrota,n,0.875,0.0
ENG30-05138958-n,vrlina,n,0.75,0.0
ENG30-04847482-n,vrlina,n,0.75,0.125
ENG30-04847600-n,glavna vrlina,n,0.5,0.5
ENG30-04847733-n,prirodna vrlina,n,0.75,0.0
ENG30-04850117-n,"pravednost,pravičnost",n,0.5,0.25
ENG30-00956485-n,rovovska bitka,n,0.0,0.0
ENG30-00975452-n,prodiranje,n,0.0,0.0
ENG30-00976953-n,"upad,iznenadni napad",n,0.0,0.125
ENG30-01177703-n,"demonstracije,manifestacije",n,0.0,0.0
ENG30-01177033-n,protest,n,0.0,0.0
ENG30-09587565-n,izmišljeni lik,n,0.0,0.0
ENG30-07849336-n,kiselo mleko,n,0.0,0.0
ENG30-15254028-n,istorijski period,n,0.0,0.0
ENG30-03969259-n,vodovodna instalacija,n,0.0,0.0
ENG30-03354613-n,"instalacija,postrojenje",n,0.0,0.0
ENG30-04446276-n,toalet,n,0.0,0.0
ENG30-04446521-n,"zahod,nužnik,klozet",n,0.0,0.0
ENG30-02681518-n,"ures,nakit",n,0.0,0.0
ENG30-03491178-n,zidna dekoracija,n,0.0,0.0
ENG30-03063689-n,lonac za kafu,n,0.0,0.0
ENG30-00219012-n,ubijanje,n,0.0,0.0
ENG30-00220023-n,egzekucija,n,0.0,0.0
ENG30-00220522-n,ubistvo,n,0.0,0.375
ENG30-00221056-n,atentat,n,0.0,0.0
ENG30-08466643-n,umetnički pokret,n,0.0,0.0
ENG30-08472335-n,politički pokret,n,0.0,0.0
ENG30-10677713-n,"pristalica,pristaša",n,0.0,0.0
ENG30-10016103-n,"pristalica,pristaša,privrženik",n,0.0,0.0
ENG30-10099375-n,sledbenik,n,0.0,0.0
ENG30-07713395-n,povrće krstašica,n,0.0,0.0
ENG30-08082602-n,hrišćanska crkva,n,0.0,0.0
ENG30-06226057-n,hrišćanstvo,n,0.0,0.0
ENG30-09505153-n,duhovni vođa,n,0.0,0.0
ENG30-09927451-n,svešteno lice,n,0.0,0.0
ENG30-09610405-n,običan čovek,n,0.0,0.0
ENG30-08153102-n,svetovnjaci,n,0.0,0.0
ENG30-10250527-n,"laičko lice,svetovno lice",n,0.0,0.75
ENG30-08617873-n,patrijaršija,n,0.0,0.0
ENG30-02586619-v,vladati,v,0.0,0.0
ENG30-07806221-n,salata,n,0.0,0.0
ENG30-07622708-n,pecivo,n,0.0,0.0
ENG30-07625493-n,pita,n,0.0,0.0
ENG30-07654148-n,roštilj,n,0.25,0.0
ENG30-07653394-n,komad mesa,n,0.0,0.0
ENG30-07904293-n,šljivovica,n,0.125,0.0
ENG30-09484664-n,"mitsko biće,mitološko biće",n,0.0,0.25
ENG30-06773976-n,mirovni sporazum,n,0.0,0.0
ENG30-02916538-n,oglasna tabla,n,0.0,0.0
ENG30-08322981-n,odbor,n,0.0,0.0
ENG30-10559288-n,"đak,učenik,školarac",n,0.0,0.0
ENG30-10129825-n,"devojka,gospođica,mlada dama",n,0.0,0.0
ENG30-06364641-n,literatura,n,0.0,0.0
ENG30-10450303-n,političar,n,0.0,0.0
ENG30-10650162-n,državnik,n,0.125,0.0
ENG30-10451263-n,funkcioner,n,0.0,0.0
ENG30-11343625-n,"Tito,Maršal Tito,Josip Broz,Josip Broz Tito",n,0.0,0.0
ENG30-10145682-n,"praded,pradeda",n,0.0,0.0
ENG30-10145590-n,prababa,n,0.0,0.0
ENG30-10143299-n,unuk,n,0.0,0.0
ENG30-10141732-n,unuka,n,0.0,0.0
ENG30-10141590-n,unuče,n,0.0,0.0
ENG30-10235549-n,rođak ili svojta,n,0.0,0.0
ENG30-10236946-n,rođak,n,0.0,0.0
ENG30-10736091-n,"ujak, stric ili teča",n,0.0,0.0
ENG30-10237069-n,"rođaka,rođakinja",n,0.0,0.0
ENG30-09823502-n,"tetka, ujna ili strina",n,0.0,0.0
ENG30-10236114-n,krvni rođak,n,0.0,0.0
ENG30-00024264-n,atribut,n,0.0,0.0
ENG30-06471345-n,"sertifikat,uverenje",n,0.125,0.0
ENG30-06478582-n,"diploma,svedočanstvo,svedodžba",n,0.0,0.0
ENG30-04835724-n,polet,n,0.5,0.0
ENG30-00104051-a,ambiciozan,a,0.5,0.125
ENG30-00105023-a,neambiciozan,a,0.5,0.0
ENG30-07484547-n,"ambicija,aspiracija,san",n,0.5,0.125
ENG30-04833458-n,škrtost,n,0.0,0.0
ENG30-04845312-n,neljubaznost,n,0.375,0.25
ENG30-01373728-a,neljubazan,a,0.5,0.375
ENG30-04831727-n,"velikodušnost,darežljivost",n,0.0,0.0
ENG30-01111016-a,"velikodušan,darežljiv",a,0.0,0.0
ENG30-01112573-a,škrt,a,0.125,0.125
ENG30-04836268-n,"ambicija,ambicioznost",n,0.25,0.0
ENG30-04814238-n,"veličanstvenost,briljantnost",n,0.625,0.0
ENG30-04812268-n,"elegancija,gracioznost,otmenost",n,0.875,0.0
ENG30-04808639-n,popularnost,n,0.625,0.0
ENG30-04809089-n,nepopularnost,n,0.375,0.125
ENG30-01815838-a,popularan,a,0.125,0.0
ENG30-01816956-a,nepopularan,a,0.125,0.125
ENG30-04801168-n,neoriginalnost,n,0.375,0.375
ENG30-04800359-n,originalnost,n,0.0,0.625
ENG30-01686439-a,originalan,a,0.25,0.0
ENG30-01688271-a,neoriginalan,a,0.0,0.75
ENG30-03781244-n,manastir,n,0.0,0.0
ENG30-04079244-n,rezidencija,n,0.0,0.0
ENG30-04073948-n,"crkveno prebivalište,samostan",n,0.0,0.0
ENG30-07710007-n,"povrće pomoćnica,pomoćnica",n,0.0,0.0
ENG30-07720442-n,paprika,n,0.0,0.0
ENG30-12900462-n,paprike,n,0.0,0.0
ENG30-04742535-n,istovetnost,n,0.25,0.5
ENG30-04743605-n,sličnost,n,0.375,0.375
ENG30-02071420-a,sličan,a,0.375,0.25
ENG30-10207169-n,svojta,n,0.0,0.0
ENG30-07969695-n,"rod,pleme,klan,rodbina,obitelj",n,0.0,0.0
ENG30-04750164-n,nesličnost,n,0.25,0.5
ENG30-02064745-a,različit,a,0.625,0.0
ENG30-02073113-a,nesličan,a,0.0,0.375
ENG30-04731497-n,karakteristika,n,0.5,0.125
ENG30-04801313-n,pravovernost,n,0.25,0.125
ENG30-01689880-a,pravoveran,a,0.625,0.0
ENG30-01691073-a,nepravoveran,a,0.0,0.25
ENG30-04800729-n,nepravovernost,n,0.5,0.125
ENG30-04714440-n,"inkompatibilnost,neusklađenost",n,0.125,0.75
ENG30-04708113-n,lakoća,n,0.125,0.25
ENG30-00744916-a,težak,a,0.0,0.75
ENG30-00749230-a,lak,a,0.625,0.25
ENG30-04709253-n,teškoća,n,0.0,0.125
ENG30-07336763-n,"teškoća,tegoba",n,0.0,0.5
ENG30-04690196-n,ružnoća,n,0.0,0.75
ENG30-04683814-n,lepota,n,0.5,0.0
ENG30-00217728-a,lep,a,0.75,0.0
ENG30-00220956-a,ružan,a,0.0,0.375
ENG30-04670531-n,nepouzdanost,n,0.0,0.75
ENG30-04668819-n,pouzdanost,n,0.75,0.0
ENG30-04670746-n,neodgovornost,n,0.0,0.375
ENG30-04669247-n,odgovornost,n,0.375,0.0
ENG30-01997910-a,neodgovoran,a,0.5,0.0
ENG30-01996377-a,odgovoran,a,0.625,0.0
ENG30-04672210-n,bezbrižnost,n,0.25,0.5
ENG30-04650527-n,"razgovorljivost,komunikativnost",n,0.25,0.125
ENG30-04651784-n,"nerazgovorljivost,nekomunikativnost",n,0.25,0.125
ENG30-04652438-n,"ćutljivost,mučaljivost",n,0.0,0.25
ENG30-04635104-n,"živahnost,okretnost,energičnost",n,0.125,0.0
ENG30-04635631-n,"neaktivnost,tromost,inertnost",n,0.0,0.375
ENG30-00031974-a,aktivan,a,0.5,0.125
ENG30-00035465-a,aktivan,a,0.0,0.0
ENG30-00036481-a,neaktivan,a,0.25,0.0
ENG30-00033574-a,"neaktivan,trom,inertan",a,0.375,0.5
ENG30-05030806-n,"krepkost,vitalnost",n,0.0,0.0
ENG30-04610503-n,obor,n,0.0,0.0
ENG30-03538037-n,"kozlić,konj",n,0.0,0.0
ENG30-04524142-n,konj bez hvataljki,n,0.0,0.5
ENG30-07971582-n,dinastija,n,0.0,0.0
BILI-00000949,buregdžijin,a,0.0,0.0
BILI-00001117,buregdžijski,a,0.0,0.0
BILI-00001089,ćevabdžijin,a,0.0,0.0
BILI-00001078,ćevabdžijski,a,0.0,0.0
BILI-00001073,filigranski,a,0.0,0.0
BILI-00001028,mitropolitov,a,0.0,0.0
BILI-00001007,bozadžijski,a,0.0,0.0
BILI-00000939,čukunbabin,a,0.0,0.0
BILI-00000007,boza,n,0.25,0.0
BILI-00001032,mitropolitski,a,0.0,0.0
BILI-00000996,omladinski,a,0.0,0.0
BILI-00000266,partizanski,a,0.0,0.0
BILI-00000267,patrijarhov,a,0.0,0.0
BILI-00001029,patrijaršijski,a,0.0,0.0
BILI-00000971,pionirski,a,0.0,0.0
BILI-00000932,samoupravljački,a,0.0,0.0
BILI-00001057,samoupravni,a,0.0,0.0
BILI-00001123,slavski,a,0.0,0.0
BILI-00000955,stričev,a,0.0,0.0
BILI-00000986,tetkin,a,0.0,0.0
BILI-00001035,"ujakov,ujkin,ujkov",a,0.0,0.0
BILI-00000268,"vladikin,vladičin",a,0.0,0.0
BILI-00001049,vladičanski,a,0.0,0.0
BILI-00000987,27. mart,n,0.0,0.0
BILI-00000113,"Balkanijada,balkanske igre",n,0.0,0.0
BILI-00000269,Cveti,n,0.0,0.0
BILI-00001064,Dan borca,n,0.0,0.0
BILI-00001058,Dejtonski sporazum,n,0.0,0.0
BILI-00000013,Drugi balkanski rat,n,0.0,0.0
BILI-00001114,"Drugi srpski ustanak,II srpski ustanak",n,0.0,0.0
BILI-00001024,Ivo Andrić,n,0.0,0.0
BILI-00001023,Kosovska bitka,n,0.0,0.0
BILI-00001065,Kraljevina Jugoslavija,n,0.0,0.0
BILI-00001061,"Kraljevina Srba, Hrvata i Slovenaca",n,0.0,0.0
BILI-00000170,Krstovdan,n,0.0,0.0
BILI-00000998,Marička bitka,n,0.0,0.0
BILI-00000136,Marko Kraljević,n,0.0,0.0
BILI-00000294,Mladenci,n,0.0,0.0
BILI-00000985,NATO bombardovanje,n,0.0,0.0
BILI-00000018,Omladinska organizacija,n,0.0,0.0
BILI-00000180,Pionirska organizacija,n,0.0,0.0
BILI-00001086,Pokret nesvrstanih,n,0.0,0.0
BILI-00000028,Prvi balkanski rat,n,0.0,0.0
BILI-00001075,"Prvi srpski ustanak,I srpski ustanak",n,0.0,0.0
BILI-00001004,"Rambuje,sastanak u Rambujeu",n,0.0,0.0
BILI-00001111,Sabor u Guči,n,0.0,0.0
BILI-00000270,Slobodan Milošević,n,0.125,0.0
BILI-00000271,"Socijalistička Federativna Republika Jugoslavija,SFRJ",n,0.0,0.0
BILI-00000983,"Savezna Republika Jugoslavija,SRJ",n,0.0,0.0
BILI-00001016,Solunski front,n,0.0,0.0
BILI-00000272,Spasovdan,n,0.0,0.0
BILI-00001107,Srbija i Crna Gora,n,0.0,0.0
BILI-00000273,"Sretenje,Sretenje Gospođne",n,0.0,0.0
BILI-00000178,"Sveti Aranđeo,Aranđelovdan",n,0.0,0.0
BILI-00000058,"Sveti Dimitrije,Mitrovdan,Mitrovdanak",n,0.0,0.0
BILI-00000204,"Sveti Đurđe,Đurđevdan,Đurđev dan,Đurđevo,Đurđevdanak",n,0.0,0.0
BILI-00000122,"Sveti Ilija,Ilindan,Ilinjdan,Ilinje,Ilijino",n,0.0,0.0
BILI-00000074,"Sveti Jovan,Jovanjdan,Jovandan",n,0.0,0.0
BILI-00000166,"Sveti Nikola,Nikoljdan,Nikolindan,19. decembar",n,0.0,0.0
BILI-00000274,"Sveti Sava,Savindan",n,0.0,0.0
BILI-00000275,Velika Gospojina,n,0.0,0.0
BILI-00001120,"Vidovdan,Vidov dan",n,0.0,0.0
BILI-00000961,"Vidovdan,Vidov dan",n,0.0,0.0
BILI-00000086,"Vrbica,Lazarova subota",n,0.0,0.0
BILI-00000057,"ajvar,hajvar",n,0.0,0.0
BILI-00000041,ala,n,0.0,0.25
BILI-00001056,"atentat u Sarajevu,Sarajevski atentat",n,0.0,0.0
BILI-00000967,avet,n,0.0,0.25
BILI-00001009,aždaja,n,0.0,0.25
BILI-00000141,baba roga,n,0.0,0.25
BILI-00001106,badnjak,n,0.0,0.0
BILI-00000277,bauk,n,0.0,0.25
BILI-00001080,bombardovanje Beograda,n,0.0,0.0
BILI-00000174,bozadžija,n,0.0,0.0
BILI-00001108,bozadžinica,n,0.0,0.0
BILI-00000995,buregdžija,n,0.0,0.0
BILI-00001104,buregdžinica,n,0.0,0.0
SRP-209199419,burek,n,0.0,0.0
BILI-00001074,ćevabdžija,n,0.0,0.0
BILI-00000126,ćevabdžinica,n,0.0,0.0
BILI-00000175,ćevapčić,n,0.25,0.0
BILI-00000249,čučavac,n,0.0,0.0
BILI-00001019,čukunbaba,n,0.0,0.0
BILI-00001026,"čukundeda,čukunded",n,0.0,0.0
BILI-00000278,čukununuk,n,0.0,0.0
BILI-00000279,čukununuka,n,0.0,0.0
BILI-00000280,čukununuče,n,0.0,0.0
BILI-00000362,čuma,n,0.0,0.25
BILI-00001092,"državni ispit,stručni ispit",n,0.0,0.0
BILI-00000003,đevrek,n,0.0,0.0
BILI-00001063,đurđevdanski venac,n,0.0,0.0
BILI-00000127,džezva,n,0.0,0.0
BILI-00000282,filigran,n,0.0,0.0
BILI-00001122,gvozdenzuba,n,0.0,0.25
BILI-00000952,jogurt,n,0.0,0.0
BILI-00000162,"halva,alva",n,0.0,0.0
BILI-00000202,kadaif,n,0.0,0.0
BILI-00000283,kajmak,n,0.0,0.0
BILI-00000172,karakondžula,n,0.0,0.25
BILI-00000284,kiseli kupus,n,0.0,0.0
BILI-00000958,"klaker,kraher",n,0.25,0.0
BILI-00001100,kuvarica,n,0.0,0.0
BILI-00000957,"lamja,lamnja",n,0.0,0.25
BILI-00000045,linijski taksi,n,0.0,0.0
BILI-00001118,mesna zajednica,n,0.0,0.0
BILI-00000131,milicija,n,0.0,0.0
BILI-00000056,milicionar,n,0.0,0.0
BILI-00001093,mitropolit,n,0.0,0.0
BILI-00000361,moba,n,0.0,0.0
BILI-00000352,narikača,n,0.0,0.0
BILI-00000121,omladinac,n,0.0,0.0
BILI-00000183,omladinka,n,0.0,0.0
BILI-00000221,opanak,n,0.0,0.0
BILI-00000363,opančar,n,0.0,0.0
BILI-00001115,opančarska radnja,n,0.0,0.0
BILI-00001068,orijentalni kolač,n,0.0,0.0
BILI-00001095,partizan,n,0.0,0.0
BILI-00001099,"narodno-oslobodilački pokret,narodnooslobodilački pokret,narodnooslobodilačka borba",n,0.0,0.0
BILI-00000946,partizanka,n,0.0,0.0
BILI-00000295,patrijarh,n,0.0,0.0
BILI-00000296,patrijaršija,n,0.0,0.0
BILI-00000130,pionirka,n,0.0,0.0
BILI-00000973,pljeskavica,n,0.25,0.0
BILI-00001071,političarka,n,0.0,0.0
BILI-00000142,pomen,n,0.0,0.0
BILI-00000216,popara,n,0.0,0.0
BILI-00000059,praunuče,n,0.0,0.0
BILI-00001069,praunuk,n,0.0,0.0
BILI-00000992,praunuka,n,0.0,0.0
BILI-00000158,pravoslavlje,n,0.0,0.0
BILI-00001054,radnički savet,n,0.0,0.0
BILI-00000982,rat na tlu bivše Jugoslavije,n,0.0,0.0
BILI-00000147,ražnjić,n,0.25,0.0
BILI-00001018,"samoupravni socijalizam,samoupravljanje,radničko samoupravljanje",n,0.0,0.0
BILI-00001103,samoupravljač,n,0.0,0.0
BILI-00001022,slava,n,0.0,0.0
BILI-00001066,slavski kolač,n,0.0,0.125
BILI-00000956,srma,n,0.0,0.0
BILI-00000036,staljinizam,n,0.0,0.0
BILI-00000001,"stric,strika,striko",n,0.0,0.0
BILI-00000991,"sudijski ispit,sudački ispit",n,0.0,0.0
BILI-00000285,sudžuk,n,0.0,0.0
BILI-00000970,svetosavlje,n,0.0,0.0
BILI-00000073,tetka,n,0.0,0.0
BILI-00001012,titoizam,n,0.0,0.0
BILI-00001112,tufahija,n,0.0,0.0
BILI-00000286,tulumba,n,0.0,0.0
BILI-00000017,"ujak,ujka,ujko",n,0.0,0.0
BILI-00000974,"urmašica,brdarica-tatlija",n,0.0,0.0
BILI-00001072,utvara,n,0.0,0.25
BILI-00000287,"vladika,episkop",n,0.0,0.0
BILI-00000044,vrbica,n,0.0,0.0
BILI-00000191,žito,n,0.0,0.0
BILI-00001001,mitropolitovati,v,0.0,0.0
BILI-00000941,naricati,v,0.0,0.0
BILI-00001006,partizanovati,v,0.0,0.0
ENG30-07936263-n,voda za piće,n,0.25,0.0
ENG30-07936548-n,"soda,soda voda",n,0.0,0.0
BILI-00000960,"pašančev,pašenogov",a,0.0,0.0
ENG30-00322847-v,kuvati,v,0.125,0.0
ENG30-00328128-v,kuvati,v,0.0,0.0
ENG30-00323856-v,dinstati,v,0.0,0.0
