ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-06905243-n,0.0,0.0,registarski jezik,tonski jezik koji se ne koristi kliznim tonovima,n
ENG30-03057413-a,0.0,0.0,kreolski,koji se odnosi na jezik koji nastaje iz kontakta druga dva jezika i nosi obeležja oba ta jezika,a
ENG30-07044088-n,0.0,0.0,sonata,muzička kompozicija od 3 ili 4 stava suprotstavljenih formi,n
ENG30-07220586-n,0.0,0.0,anegdota,Kratak opis događaja (posebno biografskog).,n
ENG30-11736694-n,0.0,0.0,mačkov brk,Biljka iz roda Nigella,n
ENG30-07748574-n,0.0,0.0,"tangelo,ružno voće",veliki sladak sočan hibrid između mandarine i grejpa sa debelom naboranom korom,n
ENG30-04427715-n,0.0,0.0,trodelno odelo,poslovno odelo koje se sastoji od jakne i prsluka i pantalona,n
ENG30-12125782-n,0.0,0.0,"Oryza,rod Oryza",Pirinač.,n
ENG30-12711984-n,0.0,0.0,"limeta,Citrus aurantifolia",drvo koje rađa limetu,n
ENG30-06383016-n,0.0,0.0,sekstet,ritmička grupa od šest stihova u strofi,n
ENG30-06120653-n,0.0,0.0,vulkanologija,"Nauka o vulkanima, lavi, magmi i svim ostalim geološkim procesima vezanim za ove pojave.",n
ENG30-07649582-n,0.0,0.0,"vekna hleba,vekna","ceo hleb, kako je ispečen",n
ENG30-03285912-n,0.0,0.0,ograđen prostor,Tvorevina koja se sastoji od prostora koji je zagrađen iz nekog razloga.,n
ENG30-03426984-n,0.0,0.0,"Gasna bušotina,Gasni bunar",bunar koji daje ili je davao prirodni gas,n
ENG30-07145958-n,0.0,0.0,"telekonferisanje,tele-konferencija","konferencija ljudi koji su na različitim lokacijama koju omogućava korišćĚenje telekomunikacione opreme, kao što je zatvorena televizija",n
ENG30-01025246-v,0.0,0.0,"izneti,postaviti,postaviti pitanje",Staviti na razmatranje ili diskusiju.,v
ENG30-02236495-n,0.0,0.0,"Hemiptera,red Hemiptera","Poljske stenice, prave stenice; uključuje podred Heteroptera (prave stenice) i Homoptera (cikada, cvrčak).",n
ENG30-07691650-n,0.0,0.0,kroasan,Lisnata kifla u obliku polumeseca.,n
ENG30-14833618-n,0.0,0.0,zubno zlato,Slitina zlata koja se koristi u stomatologiji.,n
ENG30-06364329-n,0.0,0.0,"književno delo,sastav",Stvaralačko ili kreativno pisanje.,n
ENG30-03962685-n,0.0,0.0,"platforma,program",kombinacija određenog računara i određenog operativnog sistema,n
ENG30-07657664-n,0.0,0.0,ravan deo mesa,tanak deo sa prednje četvrti životinje,n
ENG30-04847991-n,0.0,0.0,božanska vrlina,"prema hrišćanskoj etici jedna od tri vrline - vera, nada i ljubav date od Boga da zaokruže prirodne vrline",n
ENG30-13691509-n,0.0,0.0,"čileanski pezo,čileanski pezos,CLP",osnovna novčana jedinica Čilea,n
ENG30-09564177-n,0.0,0.0,Vesta,u rimskoj mitologiji boginja ognjišta i vatre koji su čvale vestalske device; u grčkoj mitologiji odgovara joj Hestija,n
ENG30-03984908-n,0.0,0.0,"puškarnica,bočni otvor",otvor (na zidu ili brodu ili oklopnom vozilu) za pucanje,n
ENG30-01423160-n,0.0,0.0,rod Eimeria,tipski rod porodice Eimeriidae; sadrži i ozbiljne patogene,n
ENG30-02516427-n,0.0,0.0,"Ceratodontidae,porodica Ceratodontidae",Dvodihalice koje na zubima imaju rožnata zadebljanja.,n
ENG30-09255207-n,0.0,0.0,"kontinentalni šelf,šelf","Okeanska platforma, blagog pada, na maloj dubini; pruža se od obale pa sve do dubine od 150 m, gde prelazi u kontinentalnu padinu.",n
ENG30-06916217-n,0.0,0.0,kajuga,irokeški jezik kojim govori narod Kajuga,n
ENG30-14420954-n,0.0,0.0,"čvor,konjugacija,sprezanje","stanje spajanja, povezanosti.",n
ENG30-07940448-n,0.0,0.0,carstvo,Osnovna grupa prirodnih predmeta.,n
ENG30-07892813-n,0.0,0.0,belo vino,Bledo-žuto vino koje se pravi od belog grožđa ili od crvenog grožđa kome je skinuta kožica pre fermentacije.,n
ENG30-09230041-n,0.0,0.0,jazbina,rupa u zemlji koju je napravila životinja za sklonište,n
ENG30-06918042-n,0.0,0.0,eskimsko-aleutski jezik,porodica jezika koja uključuje eskimski i aleutski,n
ENG30-06021247-n,0.0,0.0,multivarijantna analiza,opšti termin za statističke tehnike koje se koriste za analiziranje podataka s više promenljivih,n
ENG30-01143040-n,0.0,0.0,"pripremanje,spremanje",Aktivnost pripremanja.,n
ENG30-06308765-n,0.0,0.0,"završetak,nastavak","krajnji deo reči (sufiks, flektivni završetak ili krajnja morfema)",n
ENG30-06912737-n,0.0,0.0,"muskogi,muskodži",muskogijski jezik kojim govori narod Muskogi,n
ENG30-07217924-n,0.0,0.0,"izveštaj,raport",Čin verbalnog obaveštavanja.,n
ENG30-07575392-n,0.0,0.0,popodnevni čaj,bitan rani obrok koji uključuje i čaj,n
ENG30-06820964-n,0.0,0.0,"dijakritika,dijakritički znak",znak dodat nekom slovu kako bi se označila posebnost u izgovoru,n
ENG30-02235842-v,0.0,0.0,"dati,davati,obelodaniti,obelodanjivati,obznaniti,obznanjivati,odati,odavati,otkriti,otkrivati,predati,predavati,preneti,prenositi,pružati,pružiti",prenositi ili otkrivati informacije,v
ENG30-07870313-n,0.0,0.0,Njuburg plodovi mora,plodovi mora u Njuburg sosu posluženi na tostu ili pirinču,n
ENG30-09792896-n,0.0,0.0,pretkinja,a woman ancestor,n
ENG30-04194289-n,0.0,0.0,brod,Plovni objakat koji prevozi putnike ili teret.,n
ENG30-06940969-n,0.0,0.0,cu,formoški jezik,n
ENG30-02553697-v,0.0,0.0,"civilizovati,disciplinovati,dovesti u red,dovoditi u red,dresirati,izdresirati,kultivisati,obrazovati,obučavati,obučiti,osposobiti,osposobljavati,podučavati,podučiti,školovati,trenirati","koga prema uputstvima i praksi trenirati, naročito da bi ga samokontroli podučili",v
ENG30-01871406-n,0.0,0.0,"Prototheria,podklasa Prototheria",kljunari,n
ENG30-01907287-n,0.0,0.0,"hoanocita,ćelija sa ogrlicom",ćelije sunđera koje poseduju bič (flagellum) a oko njega imaju ogrlicu citoplazme; one održavaju protok vode kroz telo,n
ENG30-07985825-n,0.0,0.0,triologija,skup od tri literarna ili dramska dela koje povezuje predmet ili tema,n
ENG30-00563824-v,0.0,0.0,digitalizovati,"pretvoriti u digitalni oblik, za korišćenje pomoću računara",v
ENG30-05033171-n,0.0,0.0,žilavost,"osobina onoga koji je žilav, jak i mišićav",n
ENG30-03038685-n,0.0,0.0,učionica,odaja u kojoj se održavaju časovi u školi,n
ENG30-11909353-n,0.0,0.0,"Fumaria,rod Fumaria",Godišnja zeljasta biljka čiji cvet ima samo jednu laticu.,n
ENG30-13678700-n,0.0,0.0,senegalski franak,bivša osnovna novčana jedinica Senegala,n
ENG30-02423022-n,0.0,0.0,gazela,Mala brzai elegantna antilopa iz Afrike i Azije sa sjajnim očima.,n
ENG30-09595717-n,0.0,0.0,Egist,"Iz grčke mitologije, zaveo Klitamenestru i ubio Agamemnona i uzurpirao presto Mikene sve dok se Agamemnononv sin Orest nije vratio kući i ubio ga",n
ENG30-09805475-n,0.0,0.0,arhitekta,Neko ko pravi planove koji se koriste u izgradnji zgrada.,n
ENG30-06556481-n,0.0,0.0,"ovlašćenje,ovlaštenje",dokument kojim se daje zvanično uputstvo ili naredba,n
ENG30-10305802-n,0.0,0.0,"medicinski radnik,zdravstveni radnik,medicinar",Neko ko se bavi medicinom.,n
ENG30-09567309-n,0.0,0.0,Uranija,u grčkoj mitologiji Muza astronomije,n
ENG30-02440523-n,0.0,0.0,"jastučak,jastučić,jastuče","meko, mesnato jastuče koje se nalazi na donjoj površini stopala životinja ili ljudskog prsta",n
ENG30-09690496-n,0.0,0.0,Andorac,stanovnik Andore ili poreklom iz Andore,n
ENG30-01810466-n,0.0,0.0,"Columbiformes,red Columbiformes,golubovke","Golubovi, gugutke, ???; izumrli dodo.",n
ENG30-01618503-n,0.0,0.0,"afrički pisar,sekretar,Sagittarius serpentarius",Velika afrička ptica grabljivica dugih nogu koja se hrani reptilima.,n
ENG30-02060133-n,0.0,0.0,"veliki plenor,Fulmarus glacialis",teška okeanska ptica kratkog repa,n
ENG30-02117900-n,0.0,0.0,"pegava hijena,Crocuta crocuta",Afrička hijena; poznata zbog tipičnog urlanja koje nalikuje na satanski smeh.,n
ENG30-06290637-n,0.0,0.0,"oblik,oblik reči",Fonološki ili ortografski zvuk ili izgled reči koji se može koristiti za opiše ili identifikuje nešto.,n
ENG30-08349350-n,0.0,0.0,organ,Vladin biro posvećen obavljanju neke specifične funkcije.,n
ENG30-03294604-n,0.0,0.0,"brisiv programabilni ROM,brisova programabilna memorija iz koje može samo da se čita,brisiva PROM,EPROM","u računarstvu, čip sa memorijom iz koje može samo da se čita koji može da se obriše ultravioletnim svetlom i da se programira novim podacima",n
ENG30-08494987-n,0.0,0.0,"apeks,solarni apeks","tačka na zamišljenoj sferi naspram koje izgleda da se nebeska tela projektuju, a prema kojoj izgleda da se sunce pomera",n
ENG30-01604625-n,0.0,0.0,"Falconiformes,red Falconiformes,grabljivice","Većinom dnevne ptice mesožderi koji imaku zakrivljen kljun i ?: orlovi, jastrebovi, sokolovi, ?,? i lešinari. having hooked beaks and long talons with opposable hind toe: falcons; hawks; eagles; ospreys; caracaras; vultures",n
ENG30-07663118-n,0.0,0.0,goveđi but,deo govedine koji uključuje kost u obliku slova H kod kuka,n
ENG30-10770059-n,0.0,0.0,"čuvar,stražar",Pazitelj koji je zadužen da budno motri.,n
ENG30-07700868-n,0.0,0.0,vermičeli,testenina slična špagetama ali tanjih niti,n
ENG30-02703275-n,0.0,0.0,municija,Projektili koje treba ispaliti iz oružja.,n
ENG30-02426813-n,0.0,0.0,los antilopa,Dve velike afričke antilope iz roda Taurotragus čiji i mužjaci i ženke imaju kratke spiralno uvijene rogove.,n
ENG30-05064827-n,0.0,0.0,"simetrija,simetričnost",Osobina nekog oblika: tačna podudarnost forme na suprotnim stranama linije ili ravni razdvajanja.,n
ENG30-02268148-n,0.0,0.0,odonate,Veliki vodeni prainsekt grabljivac koji ima dva para prozračnih krila.,n
ENG30-04004099-n,0.0,0.0,bafer štampača,bafer koji čuva podatke dok štampač ne bude spreman,n
ENG30-01579853-a,0.0,0.0,neposredan,"neposredno pre ili posle, kao u lancu uzroka i posledica",a
ENG30-06974846-n,0.0,0.0,pahlavi,iranski jezik zoroastrejske književnosti od 3. do 10. veka,n
ENG30-08749864-n,0.0,0.0,Ostrva privetrine,grupa ostrva u južnim Karibimal južni deo Malih Antila,n
ENG30-12303462-n,0.0,0.0,jasen,"Neki od raznih vrsta listopadnog drveta, sivkasto-zelenkaste kore, belog drveta, s lišćem nalik peru; upotrebljava se u obrtu, zanatstvu, industriji.",n
ENG30-03096960-n,0.0,0.0,"upravljač,kontroler",Mehanizam koji kontroliše rad mašine.,n
ENG30-05301392-n,0.0,0.0,organ za artikulaciju,pokretni govorni organ,n
ENG30-02980625-n,0.0,0.0,"top,kula","(šahovska figura koja može da se pomera za više polja, paralelno sa stranama šahovske table",n
ENG30-00094460-v,0.0,0.0,"dobiti,doći u stanje,evoluirati,izgraditi,izgraditi se,narasti,postati,rasti,razvijati,razvijati se,razviti,razviti se,steći,usvojiti,zadobiti,zaraditi",promeniti se (u pogledu fizičkih karakteristika i atributa),v
ENG30-01055146-v,0.0,0.0,"cvokotati,kliknuti,kliktati,škljocati,škljocnuti,škrgutati",proizvesti klik,v
ENG30-09277010-n,0.0,0.0,"Mont Everest,Čomolungma",planina u centralnim Himalijima na granici Nepala i Tibeta,n
ENG30-12098227-n,0.0,0.0,rod Plumbago,"Grmlje, zeljaste biljke i povijuše toplih predela: vranemil.",n
ENG30-14937801-n,0.0,0.0,limonite,vrlo rasprostranjena ruda gvožđa; Fe2O3H2O,n
ENG30-00476313-v,0.0,0.0,"produhoviti,produhovljavati,produhovljivati,oduhoviti,oduhovljavati,oduhovljivati",očistiti od iskvarenog uticaja sveta,v
ENG30-05750163-n,0.0,0.0,"moda,trend",Ukus koji je u nekom trenutku popularan.,n
ENG30-12871992-n,0.0,0.0,"Lentibulariaceae,porodica Lentibulariaceae",Vodene bixke mesožderke; rodovi Utricularia; Pinguicula; Genlisea.,n
ENG30-02060016-n,0.0,0.0,"Fulmarus,rod Fulmarus",plenor,n
ENG30-07426406-n,0.0,0.0,"tačkasta mutacija,genska mutacija",mutacija koja se dešava usled intramolekularne reorganizacije gena,n
ENG30-02015685-n,0.0,0.0,"Crex,rod Crex",prdavac,n
ENG30-04922338-n,0.0,0.0,nasledni obrazac,"u genetici, atributi koji se stiču biološkim nasleđivanjem od roditelja",n
ENG30-00303806-v,0.0,0.0,"prorediti,razmaći",povećati razmak između redova,v
ENG30-11126490-n,0.0,0.0,"Lenjin,Vladimir Lenjin,Vladimir Iljič Lenjin,Vladimir Iljič Uljanov,Vladimir Iljič Uljanov Lenjin",osnivač ruskih boljševika i vođa ruske revolucije i prvi vođa SSSR-a (1870-1924),n
ENG30-09256895-n,0.0,0.0,jezgro,cilindrični uzorak tla ili kamena dobijen šupljom bušilicom,n
ENG30-02664575-v,0.0,0.0,"biti podloga,temeljiti se",Biti ili činiti osnovu.,v
ENG30-08740875-n,0.0,0.0,"Meksiko,Sjedinjene Meksičke Države",republika na jugu Severne Amerike; postala nezavisna od Španije 1810,n
ENG30-02928728-a,0.0,0.0,južnomerički,koji se tiče ili je karakterističan za kontinent ili zemlje Južne Amerike ili njene ljude,a
ENG30-03765561-n,0.0,0.0,mlin,Mašina koja obrađuje materijal melvenjem ili razbijanjem.,n
ENG30-11439690-n,0.0,0.0,oblak,bilo koji skup čestica (npr. dima ili prašine) ili gasova koji je vidljiv u vazduhu,n
ENG30-00784727-v,0.0,0.0,"iskati,moliti,pitati,raspitati se,tražiti,zahtevati,zaiskati,zamoliti,zatražiti",usmeriti ili postaviti; tražiti odgovor na šta,v
ENG30-13636135-n,0.0,0.0,milifarad,jedinica za kapacitet koja je jedanka hiljaditom delu jednog farada,n
ENG30-12050959-n,0.0,0.0,glavatac,Neka od više orhideja iz roda Cephalanthera.,n
ENG30-02884619-a,0.0,0.0,"atomski,atomni",koji se tiče ili se sastoji od atoma,a
ENG30-00967622-n,0.0,0.0,hemijski rat,"rat u kome se koristi hemijsko oružje da bi se neprijatelj ubio, ranio ili onesposobio",n
ENG30-06178660-n,0.0,0.0,morfofonematika,proučavanje fonološke realizacije alomorfa jezičkih morfema,n
ENG30-06558678-n,0.0,0.0,prekršajna prijava,"prekršajna prijava koja se izdaje prekršiocu (na licu mesta),posebno onome ko je načinio prekršaj u saobraćaju",n
ENG30-08888479-n,0.0,0.0,"Belfast,prestonica Severne Irske",Prestonica i najveći grad Severne Irske; centar protestantizma u Severnoj Irskoj.,n
ENG30-02775934-a,0.0,0.0,"monetarni,novčani",koji se tiče novca ili uključuje novac,a
ENG30-01626844-v,0.0,0.0,"popisivati,popisati",načiniti popis stvari u određenu svrhu,v
ENG30-07636271-n,0.0,0.0,brauni,"Komad kolača koji sadrži puno čokolade, obično sa koštunjavim voćem.",n
ENG30-03528263-n,0.0,0.0,kućni aparat,Aparat koji obavlja neki kućni posao.,n
ENG30-13925550-n,0.0,0.0,tišina,stanje odsustva svakog zvuka,n
ENG30-00447540-n,0.0,0.0,rvanje,sport u kome se dva borca dohvataju rukama s ciljem da jedan drugog obore na zemlju.,n
ENG30-04233405-n,0.0,0.0,oplata,Blok koji se sastoji od debelog sloja nečega.,n
ENG30-10079399-n,0.0,0.0,poljski radnik,najamni radnik koji radi poljske radove,n
ENG30-11896365-n,0.0,0.0,"Sinapis,rod Sinapis","Mali rod zeljastih biljaka iz starog sveta, obično uključuje i rod Brassica.",n
ENG30-12400720-n,0.0,0.0,"indijsko hlebno drvo,Artocarpus heterophyllus",Drvo iz istočne Indije koje se gaji zbog ogromnog jestivog ploda i semenki.,n
ENG30-01881717-n,0.0,0.0,"Trichosurus,rod Trichosurus",Rod porodice Phalangeridae.,n
ENG30-00820611-v,0.0,0.0,dokazivati,uspostaviti ili proveriti upotrebu čega,v
ENG30-02484049-v,0.0,0.0,"raspinjati,razapeti,razapeti na krst",ubiti razapinjanjem na krst,v
ENG30-00418903-n,0.0,0.0,"iskorišćavanje,iživljavanje",čin kojim se neko iskorišćava ili maltretira,n
ENG30-06650431-n,0.0,0.0,"dokumentacija,sertifikat",potvrda da se neka činjenica ili iskaz tačni,n
ENG30-01792158-n,0.0,0.0,"pevac,petao,kokot",Odrasla muška kokoš.,n
ENG30-09554132-n,0.0,0.0,Afrodita,boginja ljubavi i lepote; ćerka Zevsa u drevnoj mitologiji; poveyana sa rimskom Venerom,n
ENG30-10099375-n,0.0,0.0,sledbenik,Obična osoba koja prihvata vođstvo neke druge osobe.,n
ENG30-05457343-n,0.0,0.0,izogamet,jedna u paru vezanih gameta koje su iste veličine i strukture,n
ENG30-09160571-n,0.0,0.0,"Montevideo,prestonica Urugvaja,glavni grad Urugvaja",glavni i najveći grad i luka Urugvaja,n
ENG30-08929555-n,0.0,0.0,"Kuvajt,prestonica Kuvajta,glavni grad Kuvajta","glavni grad Kuvajta, luka u Persijskom zalivu",n
ENG30-02916350-n,0.0,0.0,"metak,tane,kuršum,sačma",projektil koji se izbacuje uz pomoć puške ili pištolja,n
ENG30-02272707-n,0.0,0.0,"Dermaptera,red Dermaptera",Uholaže i nekoliko srodnih oblika.,n
ENG30-11927215-n,0.0,0.0,"Arnica montana,brđanka,moravka",Zeljasta biljka koja raste na pašnjacima i u šumama cele Evrope i zapadne Azije; ima narandžasto-žute cvetove nalik na margaretu koji kada se osuše se koriste kao stimulativ i za lečenje modirca i otoka.,n
ENG30-00507143-v,0.0,0.0,"želirati,gelificirati",pretvoriti u žele,v
ENG30-07891433-n,0.0,0.0,"sake,saki,pirinčano pivo",japansko alkoholno piće napravljeno od fermentisanog pirinča; obično se služi vruće,n
ENG30-07774295-n,0.0,0.0,američki orah,Malo jezgro sa tvrdom korom iz Severne Amerike.,n
ENG30-02499700-n,0.0,0.0,rod Galago,galago,n
ENG30-10002760-n,0.0,0.0,"demonstrant,protestant,učesnik protesta",neko ko učestvuje u javnom izražavanju grupnih osećanja,n
ENG30-13696523-n,0.0,0.0,"južnoafrički rand,ZAR",osnovna novčana jedinica Južne Afrike,n
ENG30-14802450-n,0.0,0.0,čelik,Legura gvožđa sa malim udelom ugljenika i mangana; često se koristi u građevinarstvu; njegova mehanička svojstva mogu da se menjaju u širokom dijapazonu.,n
ENG30-01390287-n,0.0,0.0,"Actinopoda,podklasa Actinopoda","heliozoe, radiolarije",n
ENG30-01021973-v,0.0,0.0,"detaljisati,konkretizovati,navesti,naznačiti,odrediti,precizirati,specifikovati",biti konkretan,v
ENG30-07806774-n,0.0,0.0,zelena salata,mešana salata koja se sastoji od zeleniša,n
ENG30-01967094-n,0.0,0.0,školjkaš,Dvokrilna školjka u obliku crva koja buši drvene nosače i stubove broda.,n
ENG30-13673843-n,0.0,0.0,"novozelandski dolar,NZD",osnovna novčana jedinica na Novom Zelandu,n
ENG30-01163779-n,0.0,0.0,"egzekucija,smrtna kazna,pogubljenje",izvršenje smrtne kazne nad osuđenim licem,n
ENG30-00241689-v,0.0,0.0,smežurati se,"Izgubiti jedrinu, svežinu, posebno zbog gubitka vlage.",v
ENG30-10123844-n,0.0,0.0,"armijski general,general armije",general najvišeg ranga,n
ENG30-09358751-n,0.0,0.0,tresetište,Otvoreno zemljište obično sa tresetnim tlom koje pokrivaju vres i paprat i mahovina.,n
ENG30-02550516-v,0.0,0.0,maziti,paziti nekoga kao majka,v
ENG30-05570839-n,0.0,0.0,"sfinkter,mišić stezač,mišić zatvarač","Kružni mišić, zatvara ili otvara cevaste organe, npr. analni sfinkter.",n
ENG30-06954303-n,0.0,0.0,norveški,skandinavski jezik kojim se govori u Norveškoj,n
ENG30-05809878-n,0.0,0.0,"stvarnost,svet",Nečije celokupno iskustvo koje određuje kako mu stvari izgledaju.,n
ENG30-06912436-n,0.0,0.0,"čokto,čanta",muskogijski jezik kojim govori narod Čokto,n
ENG30-07637737-n,0.0,0.0,"voćna štangla,voćna štanglica","Kolač koji sadrži seckano voće koje se nalazi u smesi ili između kora, a potom pečen i isečen na štangle.",n
ENG30-02046045-n,0.0,0.0,"Plautus,rod Plautus",rod pordice Alcidae,n
ENG30-08744236-n,0.0,0.0,"Meksiko,glavni grad Meksika,prestonica Meksika",glavni i najveći grad Meksika,n
ENG30-00981944-v,0.0,0.0,izbrbljati,impulsivno šta izgovoriti,v
ENG30-01848465-v,0.0,0.0,"pomerati se,pomeriti se,prepuštati,prepustiti,propuštati,propustiti",pomeriti se da bi napravio mesta za nekoga ili za nešto,v
ENG30-01103614-n,0.0,0.0,"izdavanje,publikovanje",čin objavljivanja štampanog materijala,n
ENG30-12280886-n,0.0,0.0,"Betula,rod Betula","Rod drveća iz porodice Betulaceae (na primer, breza)",n
ENG30-02012306-n,0.0,0.0,"Gruiformes,red Gruiformes,ždralovke","Močvarice sa dugim nogama, vratom i kljunom, što im onmogućava da traže hranu u vodi: tukac.",n
ENG30-01579260-n,0.0,0.0,"gavran,grobar,vran,vrana gavran,Corvus corax",Velika crna ptica sa pravim kljunom i dugačkim repom.,n
ENG30-08792548-n,0.0,0.0,Izrael,Jevrejska republika u jugozapadnoj Aziji na istočnom kraju Mediterana; ranije deo Palestine.,n
ENG30-09640577-n,0.0,0.0,Kasit,član drevnog naroda koji je vladao Vavilonijom između 1600. i 1200. godine pre nove ere,n
ENG30-01816887-n,0.0,0.0,"papagaj,papiga","Tropska ptica živo obojenog perja, svinutog gornjeg dela kljuna, debela, mesnata jezika, može da nauči da izgovara veći broj reči.",n
ENG30-05920272-n,0.0,0.0,"motiv,tema",Ujedinjujuća ideja koja se stalno javlja u književnom ili umetničkom delu.,n
ENG30-04951373-n,0.0,0.0,"svetlost,svetlo",vizuelni efekat osvetljavanja na predmetima ili scenama kao što se prikazuje na slikama,n
ENG30-06820425-n,0.0,0.0,ASCII karakter,Bilo koji element standardnog koda za predstavljanje karaktera sa 7 binarnih cifara.,n
ENG30-07670044-n,0.0,0.0,Virdžinija šunka,tanka šunka dimljena na orahovini; tamno crveno meso,n
ENG30-02871957-a,0.0,0.0,susedan,Koji pripada ili je ograničen na blizinu.,a
ENG30-08845555-n,0.0,0.0,"Austrija,Republika Austrija",Planinska republika u centralnoj Evropi; pod vlašću Habzburga (1278-1918) Austrija je držala pod kontrolom katoličku Evropu i predvodila je evropsku politiku do 19. veka.,n
ENG30-12278650-n,0.0,0.0,"plutnjak,Quercus suber","Zimzeleni hrast iz južne Evrope i severne Afrike, srednje veličine, ima debelu plutastu koru koja se peridoično guli da bi se dobila pluta.",n
ENG30-12150028-n,0.0,0.0,"šaš,šašina","Travnata ili? biljka koja raste na vlažnim mestima; ima čvrstu stabljiku, usko travnato lišće i ?spikelets neupadljivog cveća.",n
ENG30-14652390-n,0.0,0.0,"renijum,Re,atomski broj 75","redak, težak polivalentan metal koji je hemijski sličan magenzijumu i koristi se u nekim legurama; dobija se kao nusprodukt pri preradi ruda Mo, a koristi se kao katalizator",n
ENG30-02160552-v,0.0,0.0,zračiti,prikazivati se emitovanjem svetlosti kao zračenjem,v
ENG30-13680273-n,0.0,0.0,"novčana jedinica Perua,peruanska novčana jedinica",novčana jedinica Perua,n
ENG30-06368425-n,0.0,0.0,fantastika,literarna proza koja sadrži dosta mašte i fantazije,n
ENG30-07212612-n,0.0,0.0,blagovremeno obaveštenje,prethodno obaveštenje (obaveštenje unapred) obično u pisanoj formi o nameri povlačenja iz sporazuma ili odustanka od ugovora,n
ENG30-00168658-n,0.0,0.0,selidba,Čin promene mesta boravka ili posla.,n
ENG30-07755929-n,0.0,0.0,kantalupa dinja,"plod iz loze dinja, veličine malih do srednjih dinja sa žućkastim mesom",n
ENG30-01029323-n,0.0,0.0,obožavanje predaka,obožavanje predaka,n
ENG30-01037022-a,0.0,0.0,"autohton,autohtoni,domorodački,izvorni,rođeni,starosedelački",koji kojem mestu po rođenju pripada,a
ENG30-07848196-n,0.0,0.0,"slatka pavlaka,šlag-obrst,šlagobrst",pavlaka koja ima dovoljno masti da može da se tuče  (30% do 36%),n
ENG30-12399132-n,0.0,0.0,"dud,murva","Neko drvo iz roda Morus, ima jestiv plod koji liči na kupinu.",n
ENG30-13742573-n,0.0,0.0,"jedan,1,I,jedinica",najmanji ceo broj ili znak koji obeležava taj broj,n
ENG30-14490319-n,0.0,0.0,zaduženje,Obaveza da se isplati novac drugoj strani.,n
ENG30-00048225-n,0.0,0.0,"dolazak,ispunjenje",ostvarenje cilja,n
ENG30-04532670-n,0.0,0.0,vijadukt,most koji se sastoji od više lukova koje nose stubovi i služi da provuče železničku prugu ili put preko doline,n
ENG30-05474346-n,0.0,0.0,"nerv,nervus",snop nervnih vlakana koji prolaze i inervišu različita tkiva i organe u organizmu,n
ENG30-10341446-n,0.0,0.0,"musketar,mušketar,musketir",pešadinac koji je naoružan musketom,n
ENG30-02325211-n,0.0,0.0,"Sylvilagus,rod Sylvilagus",Severnoamerički zec,n
ENG30-09037133-n,0.0,0.0,"Tonga,Kraljevina Tonga","država u polinezijskom arhipelagu u južnom Pacifiku, stekla nezavisnost 1970",n
ENG30-01622352-n,0.0,0.0,"buljina,sovuljaga huktača,bukača,velika ušara,bululeja,ulavica,jejina,Bubo bubo",Velika noćna ptica grabljivica sa čupavim ušima.,n
ENG30-02388832-n,0.0,0.0,"mrkalj,mrkan",Konj tamne dlake.,n
ENG30-02797692-n,0.0,0.0,"osnov,postolje",potpora ili temelj,n
ENG30-09160295-n,0.0,0.0,"Urugvaj,Istočna republika Urugvaj",UY,n
ENG30-06317247-n,0.0,0.0,"predloško-padežna konstrukcija,predloška fraza",sintagma koja se uvodi predlogom,n
ENG30-03507963-n,0.0,0.0,toplotna mašina,Mašina koja koristi toplotu za rad.,n
ENG30-06960083-n,0.0,0.0,nganasanski,uralski jezik kojim govore Nganasani,n
ENG30-07490713-n,0.0,0.0,zadovoljstvo,Osnovno osećanje koje se teško definiše ali koje ljudi žele da osete.,n
ENG30-12926689-n,0.0,0.0,"kasava,manioka,tapioka,Manihot esculenta,Manihot utilissima",Kasava koja ima dučak gomoljast koren i meke krhko stablo; koristi se za spravljanje opjnog pića i tapioke.,n
ENG30-14692682-n,0.0,0.0,"pirit,pirit gvožđa",čest mineral koji je bledo žute boje,n
ENG30-05512505-n,0.0,0.0,introit,ulaz u bilo koju telesnu šupljinu,n
ENG30-10428004-n,0.0,0.0,fizičar,Naučnik koji se bavi fizikom.,n
ENG30-15204297-n,0.0,0.0,godina,Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.,n
ENG30-05275905-n,0.0,0.0,"donja vilica,mandibula",donja vilica kod kičmenjaka,n
ENG30-07852045-n,0.0,0.0,"buđavi sir,plavi sir",sir koji sadrži plave plesni,n
ENG30-11726925-n,0.0,0.0,rod Aquilegia,pakujac,n
ENG30-02405252-v,0.0,0.0,"izbaciti iz službe,svrgnuti",naterati nekog da napusti službu,v
ENG30-14887801-n,0.0,0.0,glukozid,glikozid izveden iz glukoze,n
ENG30-06827344-n,0.0,0.0,"kurziv,italic",slovni lik kod koga su slova nakrivljena udesno,n
ENG30-02624807-n,0.0,0.0,"lokarda,lancarda,Scomber colias,morski forel,škombra","Plava riba slična srdeli i skuši, usta uzvinutih prema gore.",n
ENG30-08057206-n,0.0,0.0,agencija,Firma koja služi druge firme.,n
ENG30-08627554-n,0.0,0.0,kvadrant,površ koju čine dva poluprečnika kružnice pod pravim uglom ipripadajući luk,n
ENG30-11871916-n,0.0,0.0,"Arabis,rod Arabis",Godišnje i vošegodišnje drvenaste biljke iz urenih područja; gušarka.,n
